        TP_MAC,TP_TEI,TP_PTEI,TP_ROLE,TP_TIER,TP_READSUCCESS
660000000055,1,0,10,1,99
123333333322,2,1,11,2,99
660000001155,1,0,10,1,99
123333334422,4,1,11,2,99
125555555522,5,1,11,2,99
